"odr_id","line_item_id","ctg_pdt_id","pdt_id","quantity","unit_price","subtotal","discount_value"
387,773,15,178,2.92,0,0,0
387,774,1,189,1.97,0,0,0
388,775,2,181,3.42,0,0,0
388,776,11,61,1.82,0,0,0
389,777,7,90,4.66,0,0,0
389,778,11,241,3.21,0,0,0
390,779,12,201,4.1,0,0,0
390,780,12,209,2.52,0,0,0
391,781,7,92,3.13,0,0,0
391,782,18,16,2.44,0,0,0
392,783,5,161,2.05,0,0,0
392,784,6,23,3.05,0,0,0
393,785,1,58,2.99,0,0,0
393,786,4,216,1.39,0,0,0
394,787,2,57,4.93,0,0,0
394,788,6,109,2.88,0,0,0
395,789,4,86,4.36,0,0,0
395,790,17,55,4.66,0,0,0
396,791,16,134,2.48,0,0,0
396,792,5,179,2.66,0,0,0
397,793,15,101,3.25,0,0,0
397,794,2,124,1.89,0,0,0
398,795,18,44,1.58,0,0,0
398,796,15,19,2.04,0,0,0
399,797,9,7,4.74,0,0,0
399,798,5,187,3.32,0,0,0
400,799,13,108,2.67,0,0,0
400,800,3,50,1.61,0,0,0
401,801,9,69,2.32,0,0,0
401,802,2,250,2.52,0,0,0
402,803,7,213,4.33,0,0,0
402,804,17,163,3.0,0,0,0
403,805,4,93,3.62,0,0,0
403,806,7,225,3.74,0,0,0
404,807,18,60,2.03,0,0,0
404,808,3,235,4.29,0,0,0
405,809,3,182,4.87,0,0,0
405,810,16,6,3.57,0,0,0
406,811,2,243,2.96,0,0,0
406,812,16,190,1.67,0,0,0
407,813,16,118,4.18,0,0,0
407,814,4,184,1.68,0,0,0
408,815,18,129,3.88,0,0,0
408,816,16,80,2.95,0,0,0
409,817,12,186,4.67,0,0,0
409,818,9,53,3.17,0,0,0
410,819,4,29,3.57,0,0,0
410,820,2,75,1.23,0,0,0
411,821,8,226,1.14,0,0,0
411,822,8,36,4.39,0,0,0
412,823,5,97,4.78,0,0,0
412,824,9,188,3.67,0,0,0
413,825,8,122,4.06,0,0,0
413,826,18,121,2.65,0,0,0
414,827,4,247,4.37,0,0,0
414,828,5,240,1.93,0,0,0
415,829,6,40,3.83,0,0,0
415,830,1,223,1.04,0,0,0
416,831,12,227,3.02,0,0,0
416,832,8,46,2.49,0,0,0
417,833,15,64,3.47,0,0,0
417,834,17,210,3.67,0,0,0
418,835,7,162,3.47,0,0,0
418,836,5,230,2.93,0,0,0
419,837,5,41,2.95,0,0,0
419,838,16,33,1.03,0,0,0
420,839,5,20,3.21,0,0,0
420,840,16,249,1.05,0,0,0
421,841,2,207,3.12,0,0,0
421,842,16,21,2.1,0,0,0
422,843,16,95,4.91,0,0,0
422,844,3,104,1.07,0,0,0
423,845,6,35,4.25,0,0,0
423,846,5,112,3.7,0,0,0
424,847,15,37,4.22,0,0,0
424,848,1,13,4.64,0,0,0
425,849,6,31,1.43,0,0,0
425,850,7,2,1.39,0,0,0
426,851,17,229,1.6,0,0,0
426,852,8,87,1.77,0,0,0
427,853,17,114,3.11,0,0,0
427,854,11,150,4.26,0,0,0
428,855,18,173,2.07,0,0,0
428,856,12,119,2.59,0,0,0
429,857,11,120,2.49,0,0,0
429,858,5,30,2.62,0,0,0
430,859,5,18,3.26,0,0,0
430,860,16,132,4.96,0,0,0
431,861,16,183,1.9,0,0,0
431,862,5,152,3.74,0,0,0
432,863,16,174,4.39,0,0,0
432,864,12,191,3.61,0,0,0
433,865,17,49,4.43,0,0,0
433,866,5,199,4.04,0,0,0
434,867,1,42,1.37,0,0,0
434,868,11,170,2.52,0,0,0
435,869,4,140,3.21,0,0,0
435,870,15,71,1.22,0,0,0
436,871,13,91,1.04,0,0,0
436,872,5,233,1.69,0,0,0
437,873,15,178,3.0,0,0,0
437,874,1,189,2.74,0,0,0
438,875,2,181,4.14,0,0,0
438,876,11,61,3.26,0,0,0
439,877,7,90,4.43,0,0,0
439,878,11,241,1.38,0,0,0
440,879,12,201,3.11,0,0,0
440,880,12,209,1.17,0,0,0
441,881,7,92,1.85,0,0,0
441,882,18,16,4.47,0,0,0
442,883,5,161,4.55,0,0,0
442,884,6,23,2.9,0,0,0
443,885,1,58,1.19,0,0,0
443,886,4,216,1.3,0,0,0
444,887,2,57,4.7,0,0,0
444,888,6,109,4.6,0,0,0
445,889,4,86,3.25,0,0,0
445,890,17,55,1.13,0,0,0
446,891,16,134,4.72,0,0,0
446,892,5,179,2.26,0,0,0
447,893,15,101,4.85,0,0,0
447,894,2,124,3.35,0,0,0
448,895,18,44,4.01,0,0,0
448,896,15,19,3.85,0,0,0
449,897,9,7,2.59,0,0,0
449,898,5,187,1.31,0,0,0
450,899,13,108,1.65,0,0,0
450,900,3,50,1.96,0,0,0
451,901,9,69,4.34,0,0,0
451,902,2,250,2.56,0,0,0
452,903,7,213,4.59,0,0,0
452,904,17,163,2.33,0,0,0
453,905,4,93,4.02,0,0,0
453,906,7,225,1.56,0,0,0
454,907,18,60,4.95,0,0,0
454,908,3,235,3.9,0,0,0
455,909,3,182,3.0,0,0,0
455,910,16,6,4.9,0,0,0
456,911,2,243,1.21,0,0,0
456,912,16,190,2.75,0,0,0
457,913,16,118,4.35,0,0,0
457,914,4,184,2.36,0,0,0
458,915,18,129,4.08,0,0,0
458,916,16,80,4.82,0,0,0
459,917,12,186,2.59,0,0,0
459,918,9,53,4.09,0,0,0
460,919,4,29,1.12,0,0,0
460,920,2,75,2.09,0,0,0
461,921,8,226,4.97,0,0,0
461,922,8,36,2.96,0,0,0
462,923,5,97,2.42,0,0,0
462,924,9,188,4.76,0,0,0
463,925,8,122,2.73,0,0,0
463,926,18,121,3.72,0,0,0
464,927,4,247,3.64,0,0,0
464,928,5,240,1.34,0,0,0
465,929,6,40,3.47,0,0,0
465,930,1,223,4.19,0,0,0
466,931,12,227,3.85,0,0,0
466,932,8,46,1.33,0,0,0
467,933,15,64,1.62,0,0,0
467,934,17,210,3.85,0,0,0
468,935,7,162,3.54,0,0,0
468,936,5,230,3.96,0,0,0
469,937,5,41,2.27,0,0,0
469,938,16,33,1.43,0,0,0
470,939,5,20,1.02,0,0,0
470,940,16,249,2.23,0,0,0
471,941,2,207,2.44,0,0,0
471,942,16,21,2.08,0,0,0
472,943,16,95,1.53,0,0,0
472,944,3,104,1.75,0,0,0
473,945,6,35,2.8,0,0,0
473,946,5,112,3.22,0,0,0
474,947,15,37,2.63,0,0,0
474,948,1,13,1.11,0,0,0
475,949,6,31,2.42,0,0,0
475,950,7,2,1.37,0,0,0
476,951,17,229,3.39,0,0,0
476,952,8,87,2.3,0,0,0
477,953,17,114,2.54,0,0,0
477,954,11,150,2.17,0,0,0
478,955,18,173,2.55,0,0,0
478,956,12,119,1.34,0,0,0
479,957,11,120,4.6,0,0,0
479,958,5,30,4.62,0,0,0
480,959,5,18,4.91,0,0,0
480,960,16,132,3.29,0,0,0
481,961,16,183,1.68,0,0,0
481,962,5,152,2.52,0,0,0
482,963,16,174,1.56,0,0,0
482,964,12,191,2.2,0,0,0
483,965,17,49,2.97,0,0,0
483,966,5,199,1.25,0,0,0
484,967,1,42,2.74,0,0,0
484,968,11,170,2.68,0,0,0
485,969,4,140,2.94,0,0,0
485,970,15,71,1.31,0,0,0
486,971,13,91,2.01,0,0,0
486,972,5,233,1.99,0,0,0
487,973,15,178,3.5,0,0,0
487,974,1,189,3.38,0,0,0
488,975,2,181,1.78,0,0,0
488,976,11,61,1.43,0,0,0
489,977,7,90,2.22,0,0,0
489,978,11,241,4.8,0,0,0
490,979,12,201,2.33,0,0,0
490,980,12,209,3.48,0,0,0
491,981,7,92,4.22,0,0,0
491,982,18,16,2.32,0,0,0
492,983,5,161,2.34,0,0,0
492,984,6,23,4.26,0,0,0
493,985,1,58,4.44,0,0,0
493,986,4,216,4.9,0,0,0
494,987,2,57,1.54,0,0,0
494,988,6,109,2.28,0,0,0
495,989,4,86,4.79,0,0,0
495,990,17,55,1.8,0,0,0
496,991,16,134,2.26,0,0,0
496,992,5,179,4.86,0,0,0
497,993,15,101,4.87,0,0,0
497,994,2,124,2.17,0,0,0
498,995,18,44,3.78,0,0,0
498,996,15,19,2.96,0,0,0
499,997,9,7,3.3,0,0,0
499,998,5,187,1.97,0,0,0
500,999,13,108,2.5,0,0,0
500,1000,3,50,4.27,0,0,0
